episode,step,reward,served_total,served_crit,served_imp,fault_live,powerflow_success,toggled_switch,cascade_tripped,der_bound_frac,served_mw,der_bound_mw,isolation_happened
2,29,23.25496231248844,0.8530282637954238,1.0,1.0,0,1,,,nan,nan,nan,0
2,30,23.25496231248844,0.8530282637954238,1.0,1.0,0,1,,,nan,nan,nan,0
2,31,23.25496231248844,0.8530282637954238,1.0,1.0,0,1,,,nan,nan,nan,0
2,32,23.25496231248844,0.8530282637954238,1.0,1.0,0,1,,,nan,nan,nan,0
2,33,23.25496231248844,0.8530282637954238,1.0,1.0,0,1,,,nan,nan,nan,0
2,34,23.25496231248844,0.8530282637954238,1.0,1.0,0,1,,,nan,nan,nan,0
2,35,23.25496231248844,0.8530282637954238,1.0,1.0,0,1,,,nan,nan,nan,0
2,36,23.25496231248844,0.8530282637954238,1.0,1.0,0,1,,,nan,nan,nan,0
2,37,23.25496231248844,0.8530282637954238,1.0,1.0,0,1,,,nan,nan,nan,0
2,38,23.25496231248844,0.8530282637954238,1.0,1.0,0,1,,,nan,nan,nan,0
2,39,23.537600266728006,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
2,40,23.537600266728006,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
2,41,23.537600266728006,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
2,42,23.537600266728006,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
2,43,23.537600266728006,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
2,44,23.537600266728006,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
2,45,23.537600266728006,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
2,46,23.537600266728006,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
2,47,23.537600266728006,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
2,48,23.537600266728006,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
2,49,23.537600266728006,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
2,50,23.537600266728006,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
2,51,23.537600266728006,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
2,52,23.537600266728006,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
2,53,23.537600266728006,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
2,54,23.537600266728006,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
2,55,23.537600266728006,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
2,56,23.537600266728006,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
2,57,23.537600266728006,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
2,58,23.537600266728006,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
2,59,23.537600266728006,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
2,60,23.537600266728006,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
2,61,23.537600266728006,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
2,62,23.537600266728006,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
2,63,23.537600266728006,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
2,64,23.537600266728006,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
2,65,23.537600266728006,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
2,66,23.537600266728006,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
2,67,23.537600266728006,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
2,68,23.537600266728006,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
2,69,23.537600266728006,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
2,70,23.537600266728006,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
2,71,23.537600266728006,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
2,72,23.537600266728006,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
2,73,23.537600266728006,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
2,74,23.537600266728006,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
2,75,23.537600266728006,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
2,76,23.537600266728006,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
2,77,23.537600266728006,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
2,78,23.537600266728006,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
2,79,23.537600266728006,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
2,80,23.537600266728006,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
2,81,23.537600266728006,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
2,82,23.537600266728006,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
2,83,23.537600266728006,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
2,84,23.537600266728006,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
2,85,23.537600266728006,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
2,86,23.537600266728006,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
2,87,23.537600266728006,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
2,88,23.537600266728006,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
2,89,23.537600266728006,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
2,90,23.537600266728006,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
2,91,23.537600266728006,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
2,92,23.537600266728006,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
2,93,23.537600266728006,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
2,94,23.537600266728006,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
2,95,23.537600266728006,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
2,96,23.537600266728006,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
2,97,23.537600266728006,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
2,98,23.537600266728006,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
2,99,23.820238220967575,0.8304172274562585,1.0,1.0,0,1,,,nan,nan,nan,0
2,100,23.820238220967575,0.8304172274562585,1.0,1.0,0,1,,,nan,nan,nan,0
2,101,23.820238220967575,0.8304172274562585,1.0,1.0,0,1,,,nan,nan,nan,0
2,102,23.820238220967575,0.8304172274562585,1.0,1.0,0,1,,,nan,nan,nan,0
2,103,23.820238220967575,0.8304172274562585,1.0,1.0,0,1,,,nan,nan,nan,0
2,104,23.820238220967575,0.8304172274562585,1.0,1.0,0,1,,,nan,nan,nan,0
2,105,23.820238220967575,0.8304172274562585,1.0,1.0,0,1,,,nan,nan,nan,0
2,106,23.820238220967575,0.8304172274562585,1.0,1.0,0,1,,,nan,nan,nan,0
2,107,23.820238220967575,0.8304172274562585,1.0,1.0,0,1,,,nan,nan,nan,0
2,108,23.820238220967575,0.8304172274562585,1.0,1.0,0,1,,,nan,nan,nan,0
2,109,23.820238220967575,0.8304172274562585,1.0,1.0,0,1,,,nan,nan,nan,0
2,110,23.820238220967575,0.8304172274562585,1.0,1.0,0,1,,,nan,nan,nan,0
2,111,23.820238220967575,0.8304172274562585,1.0,1.0,0,1,,,nan,nan,nan,0
2,112,23.820238220967575,0.8304172274562585,1.0,1.0,0,1,,,nan,nan,nan,0
2,113,23.820238220967575,0.8304172274562585,1.0,1.0,0,1,,,nan,nan,nan,0
2,114,23.820238220967575,0.8304172274562585,1.0,1.0,0,1,,,nan,nan,nan,0
2,115,23.820238220967575,0.8304172274562585,1.0,1.0,0,1,,,nan,nan,nan,0
2,116,23.820238220967575,0.8304172274562585,1.0,1.0,0,1,,,nan,nan,nan,0
2,117,23.820238220967575,0.8304172274562585,1.0,1.0,0,1,,,nan,nan,nan,0
2,118,23.820238220967575,0.8304172274562585,1.0,1.0,0,1,,,nan,nan,nan,0
2,119,23.820238220967575,0.8304172274562585,1.0,1.0,0,1,,,nan,nan,nan,0
2,120,23.820238220967575,0.8304172274562585,1.0,1.0,0,1,,,nan,nan,nan,0
3,1,20.80159245080463,0.9886944818304173,1.0,1.0,0,1,,,nan,nan,nan,0
3,2,21.084230405044202,0.9773889636608344,1.0,1.0,0,1,,,nan,nan,nan,0
3,3,21.366868359283774,0.9660834454912516,1.0,1.0,0,1,,,nan,nan,nan,0
3,4,21.64950631352334,0.9547779273216689,1.0,1.0,0,1,,,nan,nan,nan,0
3,5,21.932144267762908,0.9434724091520862,1.0,1.0,0,1,,,nan,nan,nan,0
3,6,22.214782222002476,0.9321668909825034,1.0,1.0,0,1,,,nan,nan,nan,0
3,7,22.49742017624205,0.9208613728129206,1.0,1.0,0,1,,,nan,nan,nan,0
3,8,22.78005813048162,0.9095558546433378,1.0,1.0,0,1,,,nan,nan,nan,0
3,9,23.06269608472119,0.898250336473755,1.0,1.0,0,1,,,nan,nan,nan,0
3,10,23.345334038960758,0.8869448183041723,1.0,1.0,0,1,,,nan,nan,nan,0
3,11,23.627971993200322,0.8756393001345896,1.0,1.0,0,1,,,nan,nan,nan,0
3,12,23.910609947439895,0.8643337819650068,1.0,1.0,0,1,,,nan,nan,nan,0
3,13,24.193247901679463,0.853028263795424,1.0,1.0,0,1,,,nan,nan,nan,0
3,14,24.193247901679467,0.8530282637954238,1.0,1.0,0,1,,,nan,nan,nan,0
3,15,24.193247901679467,0.8530282637954238,1.0,1.0,0,1,,,nan,nan,nan,0
3,16,24.193247901679467,0.8530282637954238,1.0,1.0,0,1,,,nan,nan,nan,0
3,17,24.193247901679467,0.8530282637954238,1.0,1.0,0,1,,,nan,nan,nan,0
3,18,24.193247901679467,0.8530282637954238,1.0,1.0,0,1,,,nan,nan,nan,0
3,19,24.193247901679467,0.8530282637954238,1.0,1.0,0,1,,,nan,nan,nan,0
3,20,24.193247901679467,0.8530282637954238,1.0,1.0,0,1,,,nan,nan,nan,0
3,21,24.193247901679467,0.8530282637954238,1.0,1.0,0,1,,,nan,nan,nan,0
3,22,24.193247901679467,0.8530282637954238,1.0,1.0,0,1,,,nan,nan,nan,0
3,23,24.193247901679467,0.8530282637954238,1.0,1.0,0,1,,,nan,nan,nan,0
3,24,24.193247901679467,0.8530282637954238,1.0,1.0,0,1,,,nan,nan,nan,0
3,25,24.193247901679467,0.8530282637954238,1.0,1.0,0,1,,,nan,nan,nan,0
3,26,24.193247901679467,0.8530282637954238,1.0,1.0,0,1,,,nan,nan,nan,0
3,27,24.193247901679467,0.8530282637954238,1.0,1.0,0,1,,,nan,nan,nan,0
3,28,24.193247901679467,0.8530282637954238,1.0,1.0,0,1,,,nan,nan,nan,0
3,29,24.193247901679467,0.8530282637954238,1.0,1.0,0,1,,,nan,nan,nan,0
3,30,24.193247901679467,0.8530282637954238,1.0,1.0,0,1,,,nan,nan,nan,0
3,31,24.193247901679467,0.8530282637954238,1.0,1.0,0,1,,,nan,nan,nan,0
3,32,24.193247901679467,0.8530282637954238,1.0,1.0,0,1,,,nan,nan,nan,0
3,33,24.193247901679467,0.8530282637954238,1.0,1.0,0,1,,,nan,nan,nan,0
3,34,24.193247901679467,0.8530282637954238,1.0,1.0,0,1,,,nan,nan,nan,0
3,35,24.193247901679467,0.8530282637954238,1.0,1.0,0,1,,,nan,nan,nan,0
3,36,24.193247901679467,0.8530282637954238,1.0,1.0,0,1,,,nan,nan,nan,0
3,37,24.193247901679467,0.8530282637954238,1.0,1.0,0,1,,,nan,nan,nan,0
3,38,24.475885855919035,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
3,39,24.475885855919035,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
3,40,24.475885855919035,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
3,41,24.475885855919035,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
3,42,24.475885855919035,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
3,43,24.475885855919035,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
3,44,24.475885855919035,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
3,45,24.475885855919035,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
3,46,24.475885855919035,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
3,47,24.475885855919035,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
3,48,24.475885855919035,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
3,49,24.475885855919035,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
3,50,24.475885855919035,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
3,51,24.475885855919035,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
3,52,24.475885855919035,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
3,53,24.475885855919035,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
3,54,24.475885855919035,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
3,55,24.475885855919035,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
3,56,24.475885855919035,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
3,57,24.475885855919035,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
3,58,24.475885855919035,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
3,59,24.475885855919035,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
3,60,24.475885855919035,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
3,61,24.475885855919035,0.8417227456258412,1.0,1.0,0,1,,,nan,nan,nan,0
